article_id,expr_type,value,char_offset
935.txt,number of years,this year ,1677
935.txt,number of years,election year ,1689
1424.txt,interval, 20 minutes,879
1424.txt,interval, 50 minutes,1658
1424.txt,interval, 65 minutes,1955
1424.txt,interval, 70 minutes,2059
371.txt,interval, 25 year,960
371.txt,interval, recent years,1228
371.txt,interval," per day,",1401
371.txt,number of years,25 year ,961
371.txt,number of years,"recent years,",1229
371.txt,year, 2009,980
371.txt,year, 1973,1439
609.txt,interval, next year,102
609.txt,interval, January season,285
609.txt,interval, next year,548
609.txt,interval, this year,1734
609.txt,number of years,next year ,549
609.txt,year, 1981,484
609.txt,year, 1994,1152
999.txt,interval, last week,295
669.txt,interval," meeting yesterday,",1154
33.txt,interval, four years,551
33.txt,interval, Last month,754
33.txt,number of years,four years ,552
654.txt,interval, of years,1025
654.txt,number of years,"of years,",1026
654.txt,dd months yyyy, September 1956,793
654.txt,dd months yyyy, September 1957,811
654.txt,year, 1994,1190
644.txt,interval, 10 years,257
644.txt,interval, this year.,935
644.txt,number of years,10 years.,258
644.txt,year, 2003,646
644.txt,year, 1978,876
824.txt,interval, holiday,262
824.txt,interval, at noon,445
824.txt,interval," Boxing Day,",608
824.txt,interval," holiday,",697
824.txt,interval, Today,734
824.txt,interval, coming weeks,1158
824.txt,interval," Tuesday,",1725
824.txt,interval, Boxing Day.,1823
824.txt,interval, last week,2196
824.txt,interval, this week.,2549
824.txt,interval, Thursday.,2672
824.txt,interval," Friday,",2685
824.txt,interval, Wednesday.,3501
824.txt,immediate time,immediately,1443
824.txt,year, 1130,3481
824.txt,year, 1215,3489
1001.txt,interval, last week,1033
1001.txt,year, 2001,337
1001.txt,month,May,1502
291.txt,interval, this year,578
291.txt,number of years,this year ,579
291.txt,year, 2004,27
291.txt,year, 2004,69
291.txt,year, 2000,102
291.txt,year, 2005,368
291.txt,year, 2003,1234
291.txt,month,July,1072
291.txt,month,September,1080
871.txt,numbers-time-deictic,two years later,961
871.txt,interval, many months,197
871.txt,interval, 20 years,541
871.txt,interval, two years,960
871.txt,number of years,"20 years,",542
871.txt,year, 1989,134
871.txt,year, 1941,739
871.txt,year, 1945,747
871.txt,year, 1964,915
871.txt,year, 1970,1005
871.txt,month,October,644
1271.txt,interval, next year,133
1271.txt,interval, 12 months,572
1271.txt,interval, recent weeks,1399
1271.txt,year, 2001,2461
1271.txt,month,March,2787
1504.txt,interval, last week.,266
1504.txt,interval, last year.,2401
1504.txt,interval," last year,",2687
1504.txt,interval," needs today,",3432
1504.txt,interval," But today,",4294
1504.txt,immediate time,immediately,4840
1504.txt,year, 2015,3601
1504.txt,year, 2012,5048
1028.txt,interval," Holliday,",1665
1028.txt,interval, same day,1983
1028.txt,interval," Last week,",2811
1028.txt,interval, the day,2891
1028.txt,month,September,193
1028.txt,month,December,1210
1028.txt,month,September,1954
1028.txt,month,November,2580
1028.txt,month,February,2978
985.txt,interval, full day,172
985.txt,interval, previous month.,1016
985.txt,interval, same month,1039
985.txt,interval, 17 years,1092
985.txt,interval," the day,",1622
985.txt,interval, five years,2500
985.txt,interval, eight months,2515
985.txt,interval, five years,3299
985.txt,interval, eight months,3314
985.txt,number of years,half years ,747
985.txt,number of years,"17 years,",1093
985.txt,number of years,five years ,2501
985.txt,number of years,five years ,3300
985.txt,year, 2003,2390
985.txt,year, 2007,2454
985.txt,month,November,844
578.txt,interval, coming months,361
578.txt,interval, are year,604
578.txt,month,April,303
1694.txt,interval, coming months,1195
1694.txt,dd months yyyy, November 2004,1871
1694.txt,year, 2003,1067
1694.txt,month,January,2071
348.txt,interval, three months,339
348.txt,interval, next year.,584
348.txt,year, 2006,501
348.txt,year, 1990s,614
348.txt,month,December,172
348.txt,month,December,356
348.txt,month,December,1008
1405.txt,numbers-time-deictic,two years ago,1458
1405.txt,interval, 56 minutes,323
1405.txt,interval, Wednesday.,953
1405.txt,interval, two years,1457
1405.txt,year, 1998,534
955.txt,interval, birthday.,110
955.txt,interval, 11 days,165
955.txt,interval, few days,1053
955.txt,interval, early days,1820
955.txt,interval, 40 years,2192
955.txt,interval, three years,2399
955.txt,Season,Winter ,3358
955.txt,number of years,40 years.,2193
955.txt,number of years,"three years,",2400
955.txt,year, 1976,343
955.txt,year, 1987,619
955.txt,year, 1945,795
955.txt,year, 1983,1718
955.txt,year, 1912,1898
955.txt,year, 1942,2043
955.txt,year, 1945,2126
955.txt,year, 1964,2334
955.txt,year, 1967,2443
955.txt,year, 1968,2643
955.txt,year,early 1970s,2955
955.txt,year, 1975,3128
955.txt,year, 1978,3339
955.txt,year, 1979,3760
955.txt,month,march,2769
1434.txt,interval, three minutes,579
1434.txt,interval," next month,",1184
1434.txt,interval, this year,1312
1434.txt,interval, his season,1424
1434.txt,24hr time,3:49,737
1434.txt,24hr time,7:40,932
1434.txt,24hr time,7:46,1223
1434.txt,number of years,this year ,1313
1434.txt,year, 1995,346
1434.txt,year, 1996,376
1434.txt,year, 1997,628
1434.txt,year, 1200,803
1780.txt,interval, next year.,248
1780.txt,interval, this year,484
1780.txt,interval, this year,1117
1780.txt,interval, phenomenal year,1603
1780.txt,interval, Tuesday.,1689
1780.txt,interval, next year,2516
1780.txt,interval, coming year.,2952
1780.txt,number of years,this year ,1118
1780.txt,number of years,phenomenal year ,1604
1780.txt,number of years,This year ,2165
1780.txt,number of years,next year ,2517
1780.txt,year, 2004,1622
1780.txt,year, 2004,1767
1780.txt,year, 2003,1834
1780.txt,year, 2004,1843
1780.txt,year, 2005,1996
1780.txt,year, 2004,2038
1780.txt,year, 2005,3887
1780.txt,month,January,4198
1318.txt,interval, last week,598
1318.txt,interval, these days,1423
1318.txt,interval, of years,1763
1318.txt,interval, this week.,1961
1318.txt,number of years,of years ,1764
1318.txt,year, 1994,1708
1025.txt,interval," a year,",1209
1025.txt,year, 2001,1838
1230.txt,month,February,1339
269.txt,interval, three months,279
269.txt,interval, last year,1002
269.txt,interval, three months,1093
269.txt,number of years,last year ,1003
269.txt,year, 2003,1031
269.txt,year, 2004,1109
269.txt,year, 2004,1378
269.txt,month,February,70
269.txt,month,February,228
269.txt,month,January,250
269.txt,month,February,776
568.txt,interval, three days,265
568.txt,interval, Last week,277
568.txt,interval, the week,1263
568.txt,interval, Bowl week,1352
568.txt,interval," This year,",1413
568.txt,interval, Bowl week,1496
568.txt,year, 2004,1483
697.txt,interval, spent years,930
697.txt,interval, Wednesday.,1690
697.txt,number of years,spent years ,931
697.txt,year, 2001,889
697.txt,year, 1999,1528
697.txt,month,February,1966
1645.txt,interval, in months,465
752.txt,interval,"
A month",1808
752.txt,interval, next year,1944
752.txt,interval, a year,2002
752.txt,number of years,a year ,2003
752.txt,year, 1997,1350
752.txt,month,January,643
752.txt,month,June,1599
1335.txt,interval, the week,289
1335.txt,interval," Sunday,",3048
1335.txt,deictic1,after Saturday,1344
1766.txt,interval, last year,948
1766.txt,number of years,last year ,949
1766.txt,year,late 2003,427
677.txt,interval," Wednesday,",1210
677.txt,year, 2004,916
329.txt,interval, a year,572
329.txt,interval, the year,881
329.txt,interval, the year.,1866
329.txt,number of years,a year ,573
329.txt,number of years,the year ,882
329.txt,year, 2005,250
329.txt,year, 2004,551
329.txt,year, 2003,935
329.txt,year, 2005,1057
329.txt,year, 2005,1383
329.txt,year, 2005,1819
329.txt,month,September,663
451.txt,interval, the year,22
451.txt,interval, the year,121
190.txt,interval, last month.,126
190.txt,interval," Wednesday,",142
190.txt,interval," the year,",1459
190.txt,interval, the season,1732
190.txt,year, 1930s,473
190.txt,month,January,239
190.txt,month,January,1799
190.txt,month,December,1812
130.txt,dd months yyyy, April 2004,122
130.txt,dd months yyyy, January 2004,324
130.txt,year, 2003,685
130.txt,year, 2003,1266
130.txt,month,December,217
130.txt,month,September,1276
1204.txt,numbers-time-deictic,three minutes later,1194
1204.txt,interval, 19 minutes,160
1204.txt,interval, 10 minutes,216
1204.txt,interval, 29 minutes,1053
1204.txt,interval, three minutes,1193
1204.txt,interval, four minutes,1417
1204.txt,interval, two minutes,1655
1204.txt,interval, 62 minutes,1969
1204.txt,interval, 10 minutes,2021
1204.txt,Season, Winter ,633
1204.txt,Season, Winter ,1289
1204.txt,Season, Winter,2496
428.txt,year, 2001,223
428.txt,year, 1970s,1298
1145.txt,interval," last year,",689
1145.txt,interval, four days,1215
1145.txt,interval, two years,1518
1145.txt,interval, this week,2032
1145.txt,number of years,two years ,1519
1145.txt,year, 2000,1030
1145.txt,month,December,255
1145.txt,month,February,494
1145.txt,month,August,1132
1145.txt,month,December,1882
1519.txt,interval, last week.,631
1519.txt,interval, recent months,707
1519.txt,interval," next year,",2870
1519.txt,interval, past year.,3065
1519.txt,year, 2008,77
1519.txt,year, 2006,1354
1519.txt,year, 2015,1497
1486.txt,interval, a month.,385
1486.txt,interval, few months,1447
1486.txt,immediate time,immediately,1905
1486.txt,month,February,442
1486.txt,month,April,476
1486.txt,month,February,1923
1287.txt,interval, the season.,275
1287.txt,year, 2003,547
1287.txt,month,June,231
1287.txt,month,February,343
760.txt,interval, 25 years,149
760.txt,interval, 12 years,177
760.txt,interval," this year,",501
760.txt,interval, holiday,803
760.txt,interval, Sunday.,1885
760.txt,interval," Sunday,",2846
760.txt,number of years,25 years ,150
760.txt,number of years,12 years ,178
760.txt,dd months yyyy, December 1979,740
760.txt,year,early 1990s,1000
760.txt,year, 1993,1148
760.txt,year, 1200,2870
760.txt,month,March,496
760.txt,month,December,2858
844.txt,interval, three years,1053
844.txt,interval, every day,1912
844.txt,number of years,three years ,1054
507.txt,interval, just hours,1022
507.txt,dd months yyyy, October 1996,954
507.txt,year, 2004,425
507.txt,year,early 1990s,1297
399.txt,weekday,next Tuesday,1608
399.txt,month,December,589
399.txt,month,December,1473
1008.txt,interval, the day,1865
1008.txt,interval, Today,2527
1008.txt,year, 2002,2138
1008.txt,year, 1997,2385
1237.txt,interval, the year,64
1237.txt,interval, Monday.,129
1237.txt,interval, best year,172
1237.txt,interval, the year,306
1237.txt,interval, the year,445
1237.txt,interval, the year,541
1237.txt,interval, following week.,884
1237.txt,interval, next year,995
1237.txt,number of years,the year ,65
1237.txt,number of years,best year ,173
1237.txt,number of years,the year ,307
1237.txt,number of years,the year ,446
1237.txt,number of years,the year ,542
1237.txt,number of years,next year ,996
1237.txt,year, 2004,77
1237.txt,year, 2005,640
1237.txt,month,August,611
1237.txt,month,January,682
41.txt,interval, 20 years,134
41.txt,number of years,"20 years,",135
41.txt,year, 1986,864
41.txt,year, 1988,936
41.txt,month,April,981
1250.txt,interval, Saturday.,164
1250.txt,interval, few years,472
1250.txt,interval, this season.,1178
1250.txt,interval, good season,1492
1250.txt,interval, this week,1680
1250.txt,interval, Saturday.,1793
1250.txt,interval, last year,2706
1250.txt,number of years,few years.,473
1250.txt,year, 2003,1131
1250.txt,year, 2005,2777
1741.txt,interval," this year,",2066
343.txt,interval, three days,298
343.txt,interval, last year,440
343.txt,interval, a year,939
343.txt,interval, 18 months,1280
343.txt,interval," Thursday,",2109
343.txt,number of years,last year ,441
343.txt,number of years,a year ,940
343.txt,month,September,834
343.txt,month,November,2333
768.txt,interval, end weeks,57
768.txt,interval, many months,238
768.txt,interval, the weeks,371
768.txt,interval, the day,446
768.txt,year, 2001,2880
768.txt,month,May,143
1361.txt,interval, two years,378
1361.txt,number of years,two years.,379
1361.txt,year, 2000,1610
341.txt,interval, 12 years,1614
341.txt,interval," this month,",1786
341.txt,interval," Last year,",2154
341.txt,number of years,12 years ,1615
341.txt,year, 2005,648
341.txt,year, 2003,692
341.txt,year, 2003,1626
341.txt,year, 2004,2900
1665.txt,month,November,1807
995.txt,interval, their month,1092
995.txt,year, 2010,3183
208.txt,interval, this month,1079
208.txt,interval, a year,1178
208.txt,interval, Monday.,1414
208.txt,number of years,a year ,1179
208.txt,dd months yyyy, January 2003,574
208.txt,year, 2006,656
1325.txt,interval, last month.,1097
1325.txt,month,October,389
1560.txt,interval, coming year.,625
1560.txt,interval, as today,1161
1560.txt,interval, next year,1605
1560.txt,interval, development today,2063
1560.txt,number of years,next year ,1606
1560.txt,year, 2005,807
1560.txt,year, 1980s,1573
1560.txt,month,January,4603
613.txt,interval, 56 years,350
613.txt,interval, Saturday.,396
613.txt,interval, last week,698
613.txt,interval, forty years,1381
613.txt,interval, someday,1443
613.txt,interval, midday,1581
613.txt,interval, 60 years,2005
613.txt,number of years,"56 years,",351
613.txt,number of years,forty years.,1382
613.txt,number of years,60 years.,2006
613.txt,dd months yyyy,4 February 2005,275
613.txt,year, 1950,861
404.txt,interval, this year,1244
404.txt,interval, announce month,1890
404.txt,number of years,this year ,1245
404.txt,month,December,743
46.txt,interval, five days,205
46.txt,interval, previous years,497
46.txt,interval, the week,639
46.txt,interval, this year,1718
46.txt,interval, this year,1817
46.txt,interval, a year,2202
46.txt,interval, just days,2340
46.txt,interval, last minute,2794
46.txt,interval, two hours,2849
46.txt,interval," Tuesday,",3858
46.txt,number of years,"previous years,",498
46.txt,number of years,a year ,2203
46.txt,year, 1994,3139
58.txt,month,November,339
1168.txt,interval, eight minutes,471
1168.txt,interval, this season.,738
